"activity_log_id","user_id","element_id","entity_id","action_id","logged_at"
212,3,4,1,1000002,2026-02-13 17:40:13.661
213,1,2,1,1000004,2026-02-16 11:35:25.414
214,2,3,1,1000004,2026-02-16 14:05:48.040
215,3,4,1,1000005,2026-02-16 17:18:48.440
216,3,1,1,1000005,2026-02-16 17:23:29.168
217,3,1,1,1000005,2026-02-16 17:33:04.360
218,3,4,1,1000004,2026-02-16 17:33:20.566
219,3,6,1,1000002,2026-02-16 17:36:46.164
220,3,4,1,1000005,2026-02-16 17:40:55.871
221,1,2,1,1000004,2026-02-17 10:08:10.424
222,2,3,1,1000002,2026-02-17 14:38:37.832
223,2,3,1,1000004,2026-02-17 14:41:11.110
224,2,3,1,1000004,2026-02-17 14:42:20.866
225,2,3,1,1000004,2026-02-17 14:42:43.724
226,2,3,1,1000004,2026-02-17 14:42:53.103
227,2,3,1,1000000,2026-02-17 14:43:37.595
228,2,3,1,1000005,2026-02-17 14:43:43.852
229,2,3,1,1000004,2026-02-17 14:44:36.663
230,2,3,1,1000002,2026-02-17 14:45:31.684
231,3,6,1,1000000,2026-02-17 16:37:09.833
232,1,1,1,1000005,2026-02-18 09:21:56.913
233,1,1,1,1000005,2026-02-18 10:00:45.825
234,1,1,1,1000000,2026-02-18 10:10:22.405
235,1,2,1,1000000,2026-02-18 10:24:11.258
236,1,1,1,1000000,2026-02-18 10:26:19.191
237,1,2,1,1000000,2026-02-18 10:46:35.006
238,1,2,1,1000002,2026-02-18 10:49:44.402
239,1,1,1,1000004,2026-02-18 11:07:52.822
240,1,1,1,1000004,2026-02-18 11:34:40.384
241,1,2,1,1000004,2026-02-18 11:38:35.007
242,2,3,1,1000005,2026-02-18 14:36:22.309
243,3,5,1,1000005,2026-02-18 17:17:01.874
244,1,1,1,1000000,2026-02-19 11:10:38.481
245,2,3,1,1000004,2026-02-19 14:44:40.367
246,3,6,1,1000005,2026-02-19 16:46:43.906
247,1,1,1,1000000,2026-02-20 11:35:55.366
248,2,3,1,1000005,2026-02-20 12:47:19.092
249,3,1,1,1000005,2026-02-20 17:34:23.483
250,1,1,1,1000005,2026-02-23 11:19:46.136
251,2,3,1,1000004,2026-02-23 12:57:00.704
252,3,1,1,1000004,2026-02-23 17:43:20.601
253,1,1,1,1000005,2026-02-24 10:01:28.854
254,1,2,1,1000004,2026-02-24 10:01:59.277
255,1,1,1,1000000,2026-02-24 10:27:07.281
256,1,2,1,1000000,2026-02-24 10:41:07.606
257,1,1,1,1000005,2026-02-24 10:42:16.584
258,1,2,1,1000000,2026-02-24 11:01:49.371
259,1,2,1,1000005,2026-02-24 11:31:22.896
260,1,1,1,1000004,2026-02-24 11:42:11.241
261,2,3,1,1000002,2026-02-24 13:56:15.823
262,3,1,1,1000000,2026-02-24 17:07:50.023
263,1,1,1,1000005,2026-02-25 09:55:45.099
264,2,3,1,1000005,2026-02-25 13:17:24.908
265,3,6,1,1000005,2026-02-25 17:16:07.095
266,1,1,1,1000004,2026-02-26 10:36:33.431
267,1,1,1,1000004,2026-02-26 10:43:05.844
268,1,2,1,1000002,2026-02-26 10:45:57.383
269,1,2,1,1000004,2026-02-26 10:46:20.641
270,1,2,1,1000004,2026-02-26 11:03:16.719
271,1,1,1,1000004,2026-02-26 11:19:16.645
272,1,1,1,1000000,2026-02-26 11:27:32.050
273,2,3,1,1000004,2026-02-26 13:27:36.227
274,2,3,1,1000000,2026-02-26 13:31:09.763
275,2,3,1,1000000,2026-02-26 14:24:39.442
276,3,6,1,1000000,2026-02-26 17:20:44.593
277,1,1,1,1000004,2026-02-27 10:38:06.595
278,1,2,1,1000000,2026-02-27 10:43:12.830
279,2,3,1,1000000,2026-02-27 14:16:44.262
280,3,6,1,1000004,2026-02-27 17:24:55.183
281,1,1,1,1000004,2026-03-02 09:52:55.627
282,1,2,1,1000004,2026-03-02 10:41:03.494
283,1,2,1,1000004,2026-03-02 10:43:42.242
284,1,2,1,1000002,2026-03-02 11:46:49.208
285,2,3,1,1000000,2026-03-02 12:49:18.995
286,2,3,1,1000000,2026-03-02 13:09:15.734
287,2,3,1,1000000,2026-03-02 13:17:02.056
288,2,3,1,1000004,2026-03-02 13:48:12.687
289,2,3,1,1000000,2026-03-02 14:08:03.895
290,2,3,1,1000005,2026-03-02 14:22:26.320
291,2,3,1,1000000,2026-03-02 14:32:54.196
292,2,3,1,1000004,2026-03-02 14:34:35.831
293,3,6,1,1000005,2026-03-02 17:32:59.606
294,3,1,1,1000005,2026-03-02 17:46:00.547
295,1,2,1,1000000,2026-03-03 11:34:53.650
296,2,3,1,1000002,2026-03-03 14:25:58.654
297,3,5,1,1000000,2026-03-03 16:36:30.060
298,3,4,1,1000004,2026-03-03 16:44:20.898
299,3,5,1,1000000,2026-03-03 16:45:39.515
300,3,6,1,1000004,2026-03-03 16:55:41.117
301,3,6,1,1000005,2026-03-03 16:59:46.688
302,3,5,1,1000005,2026-03-03 17:10:29.269
303,3,6,1,1000004,2026-03-03 17:18:46.538
304,3,1,1,1000000,2026-03-03 17:33:33.558
305,3,4,1,1000002,2026-03-03 17:36:22.898
306,3,5,1,1000004,2026-03-03 17:48:39.739
307,1,1,1,1000000,2026-03-04 09:54:46.760
308,2,3,1,1000004,2026-03-04 13:03:16.923
309,3,1,1,1000004,2026-03-04 17:31:04.057
310,1,1,1,1000005,2026-03-05 09:42:10.729
311,1,2,1,1000000,2026-03-05 09:51:03.196
312,1,2,1,1000005,2026-03-05 10:04:06.775
313,1,1,1,1000004,2026-03-05 10:09:24.730
314,1,1,1,1000005,2026-03-05 10:42:14.841
315,1,1,1,1000005,2026-03-05 10:43:59.557
316,1,1,1,1000005,2026-03-05 11:38:27.761
317,1,2,1,1000002,2026-03-05 11:41:58.917
318,1,2,1,1000004,2026-03-05 11:44:06.089
319,2,3,1,1000000,2026-03-05 14:01:58.449
320,3,6,1,1000004,2026-03-05 17:38:37.837
321,1,1,1,1000005,2026-03-06 11:09:57.234
322,2,3,1,1000004,2026-03-06 13:14:12.508
323,3,4,1,1000005,2026-03-06 15:45:39.723
324,3,1,1,1000000,2026-03-06 16:21:12.403
325,3,4,1,1000005,2026-03-06 16:49:39.949
326,3,4,1,1000004,2026-03-06 17:25:19.398
327,1,1,1,1000000,2026-03-09 10:58:36.296
328,1,1,1,1000005,2026-03-09 11:14:52.832
329,1,2,1,1000004,2026-03-09 11:29:38.127
330,2,3,1,1000004,2026-03-09 13:05:18.556
331,3,6,1,1000000,2026-03-09 17:05:18.336
332,1,1,1,1000005,2026-03-10 11:43:19.963
333,2,3,1,1000004,2026-03-10 12:56:36.972
334,2,3,1,1000005,2026-03-10 13:11:55.600
335,2,3,1,1000005,2026-03-10 13:18:08.547
336,2,3,1,1000005,2026-03-10 13:35:14.034
337,2,3,1,1000004,2026-03-10 13:43:49.506
338,2,3,1,1000004,2026-03-10 13:46:07.504
339,2,3,1,1000000,2026-03-10 13:54:16.785
340,2,3,1,1000000,2026-03-10 14:07:31.455
341,3,4,1,1000000,2026-03-10 17:23:25.346
342,3,5,1,1000005,2026-03-10 17:29:50.276
343,1,2,1,1000005,2026-03-11 10:20:17.940
344,2,3,1,1000000,2026-03-11 12:41:57.651
345,2,3,1,1000004,2026-03-11 13:13:48.508
346,2,3,1,1000000,2026-03-11 13:49:59.579
347,2,3,1,1000004,2026-03-11 14:18:00.895
348,3,6,1,1000000,2026-03-11 17:13:54.929
349,1,1,1,1000004,2026-03-12 11:13:58.039
350,1,1,1,1000004,2026-03-12 11:17:25.656
351,1,1,1,1000005,2026-03-12 11:30:35.450
352,2,3,1,1000004,2026-03-12 14:27:22.576
353,3,4,1,1000000,2026-03-12 17:13:01.036
354,1,1,1,1000004,2026-03-13 10:26:57.622
355,2,3,1,1000004,2026-03-13 14:29:27.870
356,3,4,1,1000005,2026-03-13 16:29:45.869
357,1,1,1,1000000,2026-03-16 09:39:27.156
358,1,2,1,1000000,2026-03-16 10:36:08.998
359,1,1,1,1000004,2026-03-16 10:43:30.878
360,1,2,1,1000000,2026-03-16 11:03:08.434
361,1,2,1,1000005,2026-03-16 11:20:18.276
362,2,3,1,1000005,2026-03-16 14:17:45.804
363,3,4,1,1000005,2026-03-16 15:27:17.379
364,3,1,1,1000004,2026-03-16 15:28:21.029
365,3,5,1,1000005,2026-03-16 15:53:52.195
366,3,6,1,1000000,2026-03-16 16:49:11.669
367,3,1,1,1000004,2026-03-16 17:15:37.188
368,1,1,1,1000005,2026-03-17 09:43:00.604
369,2,3,1,1000005,2026-03-17 14:36:40.657
370,3,1,1,1000000,2026-03-17 16:46:06.639
371,1,1,1,1000004,2026-03-18 10:36:54.790
372,2,3,1,1000004,2026-03-18 14:34:39.720
373,3,5,1,1000005,2026-03-18 16:33:41.819
374,1,2,1,1000000,2026-03-19 11:05:37.109
375,2,3,1,1000004,2026-03-19 14:03:31.455
376,3,6,1,1000000,2026-03-19 16:55:24.171
377,3,6,1,1000000,2026-03-19 17:01:15.273
378,3,5,1,1000004,2026-03-19 17:04:25.282
379,3,4,1,1000004,2026-03-19 17:45:47.508
380,1,2,1,1000004,2026-03-20 10:00:30.926
381,2,3,1,1000004,2026-03-20 14:19:50.837
382,3,1,1,1000004,2026-03-20 17:33:23.307
383,1,2,1,1000005,2026-03-23 11:09:11.038
384,2,3,1,1000005,2026-03-23 14:47:57.305
385,3,1,1,1000005,2026-03-23 17:41:23.124
386,1,2,1,1000004,2026-03-24 11:35:43.209
387,2,3,1,1000004,2026-03-24 14:42:23.656
388,3,1,1,1000005,2026-03-24 16:33:22.064
389,1,2,1,1000004,2026-03-25 11:40:09.642
390,2,3,1,1000005,2026-03-25 13:01:19.528
391,3,4,1,1000000,2026-03-25 17:30:10.151
392,1,2,1,1000004,2026-03-26 11:43:31.785
393,2,3,1,1000005,2026-03-26 14:07:49.084
394,3,5,1,1000005,2026-03-26 16:00:50.523
395,1,2,1,1000005,2026-03-27 11:22:37.087
396,2,3,1,1000000,2026-03-27 14:35:45.240
397,3,1,1,1000004,2026-03-27 16:03:42.553
398,3,4,1,1000004,2026-03-27 17:12:01.231
399,3,4,1,1000000,2026-03-27 17:15:43.878
400,3,6,1,1000004,2026-03-27 17:18:32.748
401,3,1,1,1000000,2026-03-27 17:22:41.653
402,3,5,1,1000000,2026-03-27 17:26:13.214
403,3,1,1,1000004,2026-03-27 17:30:37.626
404,3,6,1,1000005,2026-03-27 17:35:51.332
405,3,5,1,1000004,2026-03-27 17:37:05.789
406,3,4,1,1000004,2026-03-27 17:39:36.127
407,1,2,1,1000000,2026-03-30 11:12:14.628
408,1,1,1,1000004,2026-03-30 11:15:07.095
409,1,1,1,1000004,2026-03-30 11:15:58.175
410,1,1,1,1000005,2026-03-30 11:18:17.572
411,1,1,1,1000000,2026-03-30 11:27:04.889
412,1,1,1,1000004,2026-03-30 11:27:53.566
413,1,2,1,1000004,2026-03-30 11:29:03.499
414,1,2,1,1000000,2026-03-30 11:33:04.523
415,1,2,1,1000005,2026-03-30 11:34:47.376
416,1,2,1,1000000,2026-03-30 11:38:52.621
417,2,3,1,1000000,2026-03-30 14:16:02.908
418,3,6,1,1000000,2026-03-30 16:26:54.213
419,3,4,1,1000004,2026-03-30 16:48:46.571
420,3,4,1,1000000,2026-03-30 16:51:37.329
421,3,5,1,1000000,2026-03-30 16:51:51.710
422,3,6,1,1000000,2026-03-30 16:52:22.151
423,3,1,1,1000000,2026-03-30 16:52:29.692
424,3,6,1,1000000,2026-03-30 17:37:23.842
425,3,6,1,1000005,2026-03-30 17:37:58.834
426,1,2,1,1000004,2026-03-31 10:57:33.244
427,2,3,1,1000000,2026-03-31 13:10:42.846
428,2,3,1,1000000,2026-03-31 13:29:43.734
429,2,3,1,1000004,2026-03-31 13:56:53.080
430,2,3,1,1000005,2026-03-31 14:36:41.443
431,3,4,1,1000000,2026-03-31 17:06:39.634
432,1,2,1,1000000,2026-01-01 11:14:34.083
433,2,3,1,1000005,2026-01-01 14:43:56.701
434,3,6,1,1000004,2026-01-01 17:02:56.894
435,1,2,1,1000005,2026-01-02 10:38:54.995
436,2,3,1,1000005,2026-01-02 12:36:24.566
437,2,3,1,1000000,2026-01-02 13:25:53.405
438,2,3,1,1000005,2026-01-02 13:28:01.976
439,2,3,1,1000000,2026-01-02 13:39:53.307
440,2,3,1,1000004,2026-01-02 13:54:02.898
441,2,3,1,1000000,2026-01-02 14:00:12.382
442,2,3,1,1000004,2026-01-02 14:08:38.326
443,2,3,1,1000005,2026-01-02 14:10:27.267
444,3,6,1,1000005,2026-01-02 17:28:42.280
445,1,2,1,1000004,2026-01-05 10:09:28.152
446,2,3,1,1000000,2026-01-05 12:48:21.297
447,3,5,1,1000000,2026-01-05 15:22:30.945
448,3,1,1,1000004,2026-01-05 15:25:10.241
449,3,6,1,1000004,2026-01-05 15:30:02.898
450,3,1,1,1000005,2026-01-05 15:42:21.531
451,3,1,1,1000004,2026-01-05 16:24:47.927
452,3,6,1,1000005,2026-01-05 16:58:12.526
453,3,6,1,1000005,2026-01-05 16:59:12.849
454,3,1,1,1000005,2026-01-05 17:02:11.839
455,3,1,1,1000000,2026-01-05 17:05:27.159
456,3,1,1,1000005,2026-01-05 17:06:38.734
457,1,1,1,1000000,2026-01-06 10:56:29.845
458,1,2,1,1000005,2026-01-06 11:09:38.561
459,1,2,1,1000000,2026-01-06 11:15:30.554
460,1,2,1,1000000,2026-01-06 11:23:11.045
461,1,2,1,1000005,2026-01-06 11:24:57.276
462,1,2,1,1000004,2026-01-06 11:26:49.449
463,2,3,1,1000005,2026-01-06 13:02:47.858
464,2,3,1,1000004,2026-01-06 13:09:42.074
465,2,3,1,1000005,2026-01-06 13:09:55.585
466,2,3,1,1000000,2026-01-06 13:25:37.237
467,2,3,1,1000004,2026-01-06 14:07:52.228
468,3,6,1,1000005,2026-01-06 17:38:10.679
469,1,1,1,1000004,2026-01-07 10:06:40.788
470,1,1,1,1000004,2026-01-07 10:16:12.270
471,1,2,1,1000000,2026-01-07 11:12:06.193
472,1,2,1,1000005,2026-01-07 11:45:26.184
473,2,3,1,1000000,2026-01-07 13:29:40.841
474,3,6,1,1000000,2026-01-07 16:37:06.923
475,3,6,1,1000000,2026-01-07 16:56:25.970
476,3,4,1,1000000,2026-01-07 17:27:05.839
477,1,2,1,1000005,2026-01-08 10:42:19.583
478,2,3,1,1000000,2026-01-08 13:37:46.896
479,3,6,1,1000004,2026-01-08 17:24:40.728
480,1,2,1,1000005,2026-01-09 10:23:03.718
481,2,3,1,1000005,2026-01-09 14:18:56.557
482,3,6,1,1000000,2026-01-09 16:32:38.720
483,3,5,1,1000004,2026-01-09 16:32:51.070
484,3,6,1,1000000,2026-01-09 16:49:07.640
485,3,1,1,1000004,2026-01-09 16:57:23.329
486,3,4,1,1000005,2026-01-09 16:59:20.296
487,3,5,1,1000004,2026-01-09 17:04:06.662
488,3,6,1,1000004,2026-01-09 17:09:50.924
489,3,4,1,1000004,2026-01-09 17:10:40.968
490,3,1,1,1000004,2026-01-09 17:15:20.259
491,1,1,1,1000000,2026-01-12 11:19:32.624
492,2,3,1,1000004,2026-01-12 14:32:19.183
493,3,5,1,1000000,2026-01-12 17:31:31.609
494,1,1,1,1000005,2026-01-13 11:19:41.457
495,1,2,1,1000004,2026-01-13 11:21:38.272
496,1,1,1,1000000,2026-01-13 11:25:18.808
497,1,1,1,1000005,2026-01-13 11:26:04.279
498,1,2,1,1000004,2026-01-13 11:32:28.537
499,1,2,1,1000005,2026-01-13 11:37:52.400
500,2,3,1,1000000,2026-01-13 13:05:31.965
501,3,6,1,1000004,2026-01-13 16:23:13.958
502,3,6,1,1000005,2026-01-13 16:36:26.960
503,3,5,1,1000004,2026-01-13 17:05:07.749
504,3,4,1,1000004,2026-01-13 17:27:59.305
505,1,2,1,1000005,2026-01-14 10:55:33.589
506,2,3,1,1000004,2026-01-14 14:06:19.114
507,3,5,1,1000000,2026-01-14 16:39:20.712
508,3,6,1,1000004,2026-01-14 16:58:18.282
509,3,4,1,1000005,2026-01-14 17:10:41.755
510,3,4,1,1000000,2026-01-14 17:26:10.569
511,3,4,1,1000000,2026-01-14 17:29:39.943
512,3,1,1,1000000,2026-01-14 17:35:42.833
513,3,1,1,1000004,2026-01-14 17:46:38.823
514,1,2,1,1000005,2026-01-15 10:17:56.378
515,2,3,1,1000005,2026-01-15 14:37:20.641
516,3,4,1,1000000,2026-01-15 17:20:25.305
